,title,description,video_id,epilepsy_mentioned
469,BTS (방탄소년단) - No More Dream [Bass Boosted],"Now playing: BTS (방탄소년단) - No More Dream [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",Idyd6GmKfF0,True
471,AWOLNATION - Sail (Tobianas_sk Bass Boost) [Trap Nation layout],"Now playing: AWOLNATION - Sail (Tobianas_sk Bass Boost) Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",NK7jg7VYny0,True
473,Lil Wayne - A Milli (Y2K Remix) [Bass Boosted],"Thanks for watching All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY ...",7L7buFhzekc,True
474,TULE- Fearless feat.Chris Linton,️WARNING⚠   THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE...,MsqC5OeDtc8,True
475,NEGI - Cannibal,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,FeQsuMQTpCg,True
476,BEATSMASH - Árēs [Bass Boosted],BEATSMASH - Árēs [BASS BOOSTED] | HQ BASS | USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy ...,UvuHvX7XZGY,True
477,Adele - Rolling in the Deep (M-Dope Remix) (Bass Boosted),Open Before Watching This Video Song:Adele - Rolling in the Deep (M-Dope Remix) WARNING! This Video Been Identified By Epilepsy Action To Potentially ...,g8lOG6PGgPM,True
479,Grizm - Can't Stop It Now (Official Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,JOEaN3ufE5Q,True
480,"I Like To Move It, Move It (YK Jersey Club Remix) [Bass Boosted]","Now playing: I Like To Move It, Move It (YK Jersey Club Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",N7rv_c61zO0,True
481,Jonas Gonçalves - Goal Machine | SL Benfica,"Song: Syn Cole - Feel Good https://www.youtube.com/watch?v=q1ULJ92aldE ""Warning: This video has been identified by Epilepsy Action to potentially trigger ...",zlAun8-W8oI,True
482,U Name It Challenge (Jersey Club Remix) [Bass Boosted] @DJTAJ @DJFLEX,"Now playing: U Name It Challenge (Jersey Club Remix) [Bass Boosted] @DJTAJ @DJFLEX Thanks for watching. Show more (epilepsy warning, credits and ...",IFixa3Pq3uo,True
484,Seether - Careless Whisper (DJSNT Rebass) [Bass Boosted],Now playing: Seether - Careless Whisper (DJSNT Rebass) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,RQbVMiKZt-w,True
485,Desiigner - Timmy Turner [Bass Boosted],"Now playing: Desiigner - Tiimmy Turner [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO ...",-m6H7uuJVWQ,True
486,Blonde Redhead - For The Damaged Coda (Feewet Trap Remix) [Bass Boosted],"Now playing: Blonde Redhead - For The Damaged Coda (Feewet Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and ...",dlbgOyCK01s,True
487,Queen - We Will Rock You (Trap Remix) [Bass Boosted] | Serena Kalos Music x Ricardo Contreras,"Now playing: Queen - We Will Rock You (Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",0L4UJtVG388,True
488,Ginuwine - Pony (Extended Mix) [Bass Boosted],"Now playing: Ginuwine - Pony (Extended Mix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",aKHdPqknUYQ,True
489,We Are Number One (Vylet Remix) [Bass Boosted],️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENTIVE ...,b2hzrRQiuss,True
495,Coolio - Gangsta's Paradise (Ricky West Remix) [Bass Boosted],"Halloween Special 1/4 Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...",IApoRigHfoo,True
497,Logic - 44 More [Bass Boosted],"Now playing: Logic - 44 More [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",f2iA0Ojozv8,True
498,Kulikitaka Ti (Jersey Club Remix) [Bass Boosted] @DayLyte,"Thanks for watching Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...",81jV2aXr7B4,True
502,Ickoo - Alumptuious,"""Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.",PArefulJ8qc,True
503,Yellow Claw & DJ Snake - Public Enemy (Darkest Light Remix) [Bass Boosted],"Now playing: Yellow Claw & DJ Snake - Public Enemy (Darkest Light Remix) [Bass Boosted] Requested by: Born Again Show more (epilepsy warning, credits ...",fud0HdTeTUk,True
504,HALLOWEEN BASS TEST!!!,"Now playing: Noxero - Fortuna W/ Highsky [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",PUhfDqH9pJ4,True
505,XXXTENTACION - SAD! (Jersey Club Remix) [Bass Boosted] @DJTAJ,"Now playing: XXXTENTACION - SAD! (Jersey Club Remix) [Bass Boosted] @DJTAJ Thanks for watching. Show more (epilepsy warning, credits and copyright).",8JhzlW41nD8,True
508,"Earth, Wind, And Fire - September (Suede Trap Remix) [Bass Boosted]","Now playing: Earth, Wind, And Fire - September (Suede Trap Remix) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",WyGX5RVRBYY,True
511,Snap! - The Power (Brillz & Willy Joy Remix) [Bass Boosted],"Thanks for watching. All rights reserved to the artists. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY ...",9T97GmmGwFc,True
513,Coldplay - Clocks (Rogue Dubstep Remix) [Bass Boosted],Now playing: Coldplay - Clocks (Rogue Dubstep Remix) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,vh3j1-7gRMI,True
514,Grits - My Life Be Like (Ooh Ahh) (K. Solis Trap Remix) [Bass Boosted],"Now playing: Grits - My Life Be Like (Ooh Ahh) (K. Solis Trap Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",U4MvLdCWzLs,True
515,Queen - We Will Rock You (Rebassed by DJ Dirty Bass) [Bass Boosted],"Now playing: Queen - We Will Rock You (Rebassed by DJ Dirty Bass) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright).",G4xyUQAJNpo,True
516,اغنية جنة ريمكس طيور الجنة Best Arab Music Mix | BÖ & DEFOX - Jinaa | -_- |,Bö Description - WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu ...,MEiXBPpA_qs,True
518,BÖ - TRAUMA 18+,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu video ışığa ...,4NCnd0Mll5k,True
520,Shia LaBeouf - Just Do It (Ultimate Remix) [Bass Boosted],Thanks for watching. 10 hours version coming soon... Original video (without Trap Nation style visualizer): https://youtu.be/5-sfG8BV8wU Show more (epilepsy ...,sZB71Cozzao,True
521,جبهة ألليبية Jinaa Best Arabic Trap Music 2017 BO الله ما أكبر غلاك,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy photosensitive epilepsy.,5kfwpyMZ_MY,True
523,Ayberk S. - Sedution,Warning! This video has been identified by epilepsy action to potentially trigger seizures for people with sound sensitive epilepsy.. Viewer discretion is advised.,oyn3q5ueJiw,True
524,Chris Travis & BONES - We Up (More Free Seizures For All),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,JgGmIkRbnls,True
525,Nick Teeth - The Hatch,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised ...,KReNG41MNFE,True
527,Tanner Fox - Blood Stains (Official Music Video),Tanner Fox - Blood Stains (Official Music Video) LISTEN AND DOWNLOAD ON: https://fanlink.to/bloodstains this video has been identified by epilepsy action to ...,e2EL4VxXehs,True
528,Starcrawler - Let Her Be,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,alUHhtQSjr4,True
529,[TENNIS] pingu outro meets stick figure,Round 21 vs Myself WARNING: This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer ...,y-fc12iI0AA,True
530,The Villanovas - Fortune & Fame (Official Video),Fortune & Fame (Official Video) The brand new single from The Villanovas! WARNING: This video has been identified by Epilepsy Action to potentially trigger ...,fhS1oe7z3Ls,True
531,𝓐𝓷𝓭𝓻𝓸𝓶𝓮𝓭𝓪,Warning: This video has been identified by Epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer Discretion is advised.,-GwF6gp9K4c,True
532,Matbow - Trap King [Bass Boosted],WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,8p_OubATK4M,True
533,Imakz IV,WARNING This video has been identified by epilepsy action to potentially trigger seizures. Viewer discretion is advised. LOL xD editor: https://twitter.com/jaabz_ ...,2jVTp9tYBZI,True
534,Jester 2017 tour begins!,2017 tour begins! (Houston Texas January 7th canceled) WARNING ⚠   this video has been identified by epilepsy action to potentially trigger seizures for ...,KDO4l7TvzN0,True
536,Metrotravis.mp4,Warning: This Video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy. Viewer Discretion is Advised.,8VjeJqiP17k,True
537,Olympians in Paris,SciOly going to state. Warning: This video is based off the original music video which has been identified by epilepsy action to potentially trigger seizures for ...,HhWovzAksoY,True
538,One hand GIF,THIS GIF HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE EPILEPSY. VIEWER ...,v4MBbQfmKMU,True
540,Zelda - Song of Storms (Deon Custom Remix) [Bass Boosted],Zelda - Song of Storms (Deon Custom Remix) [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY ...,CwTkWeBigdM,True
541,ULTRA BASS TEST!?!?!?,Thank you for 10.000 views and 70 subs :D ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,M8aJSQQxwPM,True
542,Visa - Population Control (unmastered),"""Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.",q0S3ghN_P1c,True
543,NeroArgento - Soldiers Of Afterlife (Official video),Warning: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,TenW4Gq2kgk,True
544,BASS TEST!!!! (TroyBoi Edition),TroyBoi - Do You? [E.Y. Beats Edit] [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER ...,MFK3fRDQZBc,True
545,TEST YOU SUBWOOFER ⚠️EPILEPSY WARNING⚠️,"Now playing: rkm - Vicious w/SKYPIERR [Bass Boosted] Test your subwoofer/headphones wiht this bass boosted song. Show more (epilepsy warning, credits ...",r6gik93sxH4,True
546,KAISHEN - Glow [Bass Boosted],KAISHEN - Glow (BASS BOOSTED) USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy action to ...,ac4gsUDHohk,True
547,SOPHIE — Faceshopping Refix,This video has been identified by epilepsy action to potentially trigger seizures for people with photosensitive epilepsy.,b26YsjiHHw8,True
548,SOUNDING - GONZO AT THE BOHEMIAN GROVE (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,SDnyJ-0Vgg0,True
549,"GOTA.IO // IMPOSSIBLE DOUBLECANNON-POPSPLIT // Popsplit, One piece pushsplits // - Tgi☀️",WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,jawf8Aa95Q8,True
550,Rune - Always True [Bass Boosted],Rune - Always True (BASS BOOSTED) USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy action to ...,ebkERRCtah4,True
551,TriBoss - Aqua Drop [Bass Boosted],TriBoss - Aqua Drop [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,-2GJHjqZ3tg,True
552,"Hayko Cepkin - Zaman Geçti , Aldırma Gönül , Bertaraf Et , Fırtınam ( 30 Ağustos Zafer Bayramı )",UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,0QCr3h0WVmw,True
553,INTRO- Preston [WARNING IN DESCRIPTION],WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,yIWVAWUaE8I,True
554,Nelly - Here Comes The Boom (Dekku Remix) [Bass Boosted],Now playing: Nelly - Here Comes The Boom (Dekku Remix) [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy ...,6BxviXKNP8g,True
555,SOUNDING - CRUSTFUND: A JAGGED LITTLE PILL (Official Music Video),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. VIEWER DISCRETION IS ...,T_ZBjQApS5g,True
556,Fukkit - 30 [Bass Boosted],"Now playing: Fukkit - 30 [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS VIDEO HAS BEEN ...",RTQUgaagkog,True
557,Kazoo Kid - Mike Diva Trap Remix [EXTENDED] [Bass Boosted],Kazoo Kid - Mike Diva Trap Remix [EXTENDED] [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO ...,w4GjXqblvPI,True
558,BÖ & DEFOX - Jinaa,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. - UYARI: Bu video ışığa ...,OHTFbcnJVXo,True
559,"""Dead Ended"" Gorod Krovi DLC2 Music Video (Black Ops 3 Zombies)",WARNING: THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVE ...,p79GRrujtSY,True
560,Kazoo Kid - Trap Remix [Bass Boosted],Kazoo Kid - Trap Remix [Bass Boosted]  ♫ ⚠️WARNING⚠   ❗️THIS HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES ...,W_JbAJy2k_s,True
561,"Wizard - ""Why"" [Bass Boosted]",Wizard - Why (BASS BOOSTED) USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy action to potentially ...,b4WuWCzT0E8,True
562,The Scenario Official Promo Video #Mr Cinemas ©2018,Find out what's inside in this promo video There is a suprise waiting for you inside to watch Warning:- This Video has been identified by epilepsy action to ...,rEipGe8UpxI,True
563,FE - Me and the devil (Release),WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy.,2br981x0WMc,True
564,Goodleaf - Invaders Live @ BMDM 2018 Highlights,WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,7gUD2Jd6L3M,True
565,THE ID - deadHYPE,The ID is our first instalment translating Freudian theory to the 21st Century Warning: This video has been identified by epilepsy action to potentially trigger ...,LpjdxxUjc3o,True
566,"THUTMOSE PERFORMANCE || LOS ANGELES, CA",WARNING: This video has been identified by Epilepsy Action to potentially trigger seizures for people with photosensitive epilepsy. Viewer discretion is advised.,oJ4q4PhVkuY,True
567,Showtek - swipe (Dropwizz remix),WARNING THIS VIDEO HAS BEEN IDENTIFIED BY EPILEPSY ACTION TO POTENTIALLY TRIGGER SEIZURES FOR PEOPLE WITH PHOTOSENSITIVY ...,LcxiU02WDpM,True
568,MiyaGi & Эндшпиль - #ТАМАДА [Bass Boosted],"Now playing: MiyaGi & Эндшпиль - ТАМАДА [Bass Boosted] Request a song: https://goo.gl/forms/LsCcC4C1Qr0AkEbv1 Show more (epilepsy warning, credits, ...",gZiNyBl29Ik,True
569,Kraken Remix (Hotel Transylvania 3) [Bass Boosted],"Now playing: Kraken Remix (Hotel Transylvania 3) [Bass Boosted] Thanks for watching Show more (epilepsy warning, credits and copyright).",i_4feTNQa_A,True
570,"Wizard - ""Why"" [Bass Boosted]",Wizard - Why (BASS BOOSTED) USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy action to potentially ...,b4WuWCzT0E8,True
571,BTS (방탄소년단) - No More Dream [Bass Boosted],"Now playing: BTS (방탄소년단) - No More Dream [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: THIS ...",Idyd6GmKfF0,True
572,Drake - God's Plan (Jersey Club Remix) [Bass Boosted] #FREEKILLMUSIC #GRIZZY,"Now playing: Drake - God's Plan (Jersey Club Remix) [Bass Boosted] Thanks for watching. Show more (epilepsy warning, credits and copyright)... WARNING: ...",cpkr7GCMgTg,True
573,REALM - Forgive [Bass Boosted],REALM - Forgive (BASS BOOSTED) USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy action to ...,AyfOzh3qeWQ,True
577,NEGI - Cannibal,UYARI: Bu video ışığa duyarlı epilepsi geçmişi olan kişiler için sakıncalı görüntüler içermektedir. WARNING: This video has been identified by Epilepsy Action to ...,FeQsuMQTpCg,True
578,BEATSMASH - Árēs [Bass Boosted],BEATSMASH - Árēs [BASS BOOSTED] | HQ BASS | USE HEADPHONES FOR BETTER EXPERIENCE. WARNING!!!! This video has been identified by epilepsy ...,UvuHvX7XZGY,True
579,Sir Mix-a-Lot - Baby Got Back (DJ Russticals Rebass) (44-48hz) [Bass Boosted],"Now playing: Sir Mix-a-Lot - Baby Got Back (DJ Russticals Rebass) (44-48hz) Thanks for watching. Show more (epilepsy warning, credits and copyright).",1qY1bPqmy2A,True
